id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id
1031,佩可拉,Pekola,Pekora,,,二花//c小坂井祐莉絵//c,,,3,5,17400,15,30,10,15,5,2,5,0,100,100,100,100,100,100,0,15,40,0,150,100,116701,0,116705,"116704,116706","116703,116702",13,1,"17,19","6,18",0,2;5,"1;1,2,3,13","3;15,20",,150,1,2021-07-22 00:00:00,242,7,0,,,collab,0
1032,美杜莎,Medusa,Medusa,,,RIRE//c久保田未夢//c,,,4,5,14100,20,20,10,10,2,5,5,0,110,122,105,100,128,105,0,15,30,0,130,100,116601,0,116603,,116602,13,"2,4","12,17,18,14,19","1,10;3,20",0,"1;1,2,3,4,13",2;8,"3;9,10,20",,241,1,2021-07-22 00:00:00,243,7,0,,,collab,0
1033,花园百合铃,Yurine Hanazono,Yurine,,,陆银//c大森日雅//c,,,5,5,23760,40,30,25,15,5,5,2,5,110,115,120,100,115,95,0,15,5,10,118,100,116501,0,116503,"116502,116505,300202,116518,116519","116504,116506,116507",18,6,"23,24","1,15;8,15",0,"2;5,17","1;1,2,3,16,18",3;14,,48,1,2021-07-22 00:00:00,244,7,0,,,collab,0
1034,米诺斯,Minos,Minosu,,,薯子Imoko//c小見川千明//c,,,6,5,28800,30,40,15,25,5,2,5,5,130,130,90,100,95,90,122,15,40,4,108,100,116801,0,116806,"300202,116805","116803,116804,116807",8,5,"2,3,4","1,15;3,15",0,3;11,2;7,"1;1,2,3,4,18",,238,1,2021-07-22 00:00:00,243,7,0,,,collab,0
9001,独眼巨人A,Cyclops,Cyclops_F,,,//c//c,,,4,5,22500,40,30,25,15,5,5,2,5,100,0,0,100,0,0,0,15,0,0,100,100,402606,0,300103,402604,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9002,独眼巨人S,Cyclops_SG,Cyclops_SG_F,,,//c//c,,,6,5,22500,40,30,25,15,5,5,2,5,100,0,0,100,0,0,0,15,0,0,100,100,402606,0,300103,402604,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9003,牝鹿,Cerynitis,Cerynitis_F,,,//c//c,,,5,5,22500,40,30,25,15,5,5,2,5,150,0,0,100,0,0,0,15,0,0,100,100,105902,0,300103,,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9004,九头蛇,Hydra,Hydra_F,,,//c//c,,,5,5,22500,40,30,25,15,5,5,2,5,200,0,0,100,0,0,0,15,0,0,100,100,402606,0,402601,402602,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9005,圣盾,Aegis_GA,Aegis_GA_F,,,//c//c,,,6,5,22500,40,30,25,15,5,5,2,5,100,0,0,100,0,0,0,15,0,0,100,100,105902,0,300103,,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9006,独眼巨人A,Cyclops,Cyclops_F,,,//c//c,,,4,5,22500,40,30,25,15,5,5,2,5,100,0,0,100,0,0,0,15,0,0,100,100,402606,0,300103,402604,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9007,独眼巨人A,Cyclops,Cyclops_F,,,//c//c,,,4,5,22500,40,30,25,15,5,5,2,5,100,0,0,100,0,0,0,15,0,0,100,100,402606,0,300103,402604,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9008,独眼巨人S,Cyclops_SG,Cyclops_SG_F,,,//c//c,,,6,5,22500,40,30,25,15,5,5,2,5,100,0,0,100,0,0,0,15,0,0,100,100,402606,0,300103,402604,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9009,独眼巨人S,Cyclops_SG,Cyclops_SG_F,,,//c//c,,,6,5,22500,40,30,25,15,5,5,2,5,100,0,0,100,0,0,0,15,0,0,100,100,402606,0,300103,402604,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9010,九头蛇,Hydra,Hydra_F,,,//c//c,,,5,5,22500,40,30,25,15,5,5,2,5,200,0,0,100,0,0,0,15,0,0,100,100,402606,0,402601,402602,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9011,九头蛇,Hydra,Hydra_F,,,//c//c,,,5,5,22500,40,30,25,15,5,5,2,5,200,0,0,100,0,0,0,15,0,0,100,100,402606,0,402601,402602,,19,1,,,0,2;5,"3;9,11","3;9,14",,10,1,2030-12-31 23:59:59,0,5,0,,,,0
9012,M4A1,M4A1,M4A1Mod,"类型            突击步枪
总重            空枪：2.88公斤
全长            缩起枪托：757毫米
                展开枪托：838毫米
枪管长度        368.3毫米
弹药            5.56 × 45毫米NATO
枪机种类        直接导气式，转拴式枪机
发射速率        700—950发／分钟
枪口初速        905米／秒
有效射程        500米
供弹方式        20、30发STANAG弹匣","您就是指挥官吗,接下来的事,就拜托您了。",ZAGALA//c戸松遥//c,Type                       Assault rifle//n//nWeight                     6.36 lb (2.88 kg) empty//n//n                           7.5 lb (3.4 kg) with 30 rounds//n//nLength                     33 in (840 mm) (stock extended)//n//n                           29.75 in (756 mm) (stock retracted)//n//nBarrel length              14.5 in (370 mm)//n//nCartridge                  5.56×45mm NATO//n//nCaliber                    5.56 mm (.223 in)//n//nBarrels                    1//n//nAction                     Gas-operated//c rotating bolt (Direct impingement)//n//nRate of fire               700–950 round/min cyclic//n//nMuzzle velocity            2//c900 ft/s (880 m/s)//n//nEffective firing range     500 m (550 yd)//n//nFeed system                30-round box magazine or other STANAG magazines.//n//n                           Other magazines with different //n//n                           capacities also available.//n//nSights                     Iron sights or various optics,,4,5,12900,20,20,10,10,2,5,5,0,100,0,0,200,0,0,0,15,68,0,115,115,801201,0,801203,,801202,13,4,"12,14,17,18,19","1,20;5,35",0,"1;1,2,3,4,13",2;8,"3;9,10,12",,55,0,2030-12-31 23:59:59,0,5,0,,,,0
9013,M950A,M950A,M950A,"类型            冲锋手枪
总重            空枪：1.02公斤
全长            355毫米
枪管长度        152.4毫米
弹药            9×19毫米鲁格弹
枪机种类        滚轮延迟反冲式
枪口初速        393.18 米／秒
有效射程        大约60 米
供弹方式        50、100发可拆卸式弹筒
瞄准具型式      机械瞄具：开放式照门（可调节）
                特制接口导轨以安装光学瞄准镜或夜视镜（可拆卸）",M950A。指挥官，现在答应你，今后就要永远服从你了，是吗？,音符//c古賀葵//c,Type                       Machine pistol//n//nWeight                     2.25 lb unloaded//n//nLength                     355 mm //n//nBarrel length              6 inches//n//nCartridge                  9×19mm Parabellum//n//nAction                     Roller-delayed blowback//n//nRate of fire               semi-automatic//n//nMuzzle velocity            1290 ft/s//n//nEffective firing range     300+ yards//n//nFeed system                50 rounds/100 rounds helical magazine//n//nSights                     Iron sights//c can have various sights mounted,,1,5,3900,10,10,5,5,2,2,2,0,757,110,135,100,115,95,0,15,20,0,115,100,700201,0,700001,"700205,700214,700215,700210,700213,700211,700212",,13,0,"7,9,17,19","2,15;3,25",0,"1;4,13",2;6,"3;9,10",,97,0,2030-12-31 23:59:59,1,5,0,,,,0
9014,雷电,Thunder .50,Thunder50,"类型            单发装填手枪
总重            5440 克
全长            429 毫米
枪管长度        335 毫米
弹药            .50英寸BMG勃朗宁重机枪弹
枪机种类        单发装填式
供弹方式        单发",没见过的面孔，是新来的吗？……啊，不好意思，这应该是您的台词吧。,NIN//c//c,Type                       Break-action//nWeight                     5.44kg//nLength                     429.26mm//nBarrel length              335.28mm//nCartridge                  .50 BMG (12.7×99mm NATO)//nAction                     Single-action//nFeed system                Single-shot//nSights                     Various,,1,4,3600,10,10,5,5,2,2,2,0,757,160,65,100,105,75,0,15,40,0,130,100,700202,0,700001,"700206,700214,700215,700210,700213,700211,700212",,13,0,"7,9,18","1,18",0,"1;4,13",2;6,"3;9,10",,202,0,2030-12-31 23:59:59,203,4,0,,,,0
9015,AEK999,AEK999,AEK999,"类型            通用机枪
总重            8.74公斤
全长            1188毫米
枪管长度        605毫米
弹药            7.62×54毫米
枪机种类        直接导气式/开放式
发射速率        650 发/分钟
枪口初速        825 米／秒
有效射程        1500 米
供弹方式        100,200发弹链",指挥官是吗？AEK-999，这个名字的命运就交给你啦！,RAN//c//c,Type                       General-purpose machine gun//nWeight                     8.74 kg //nLength                     1188 mm //nBarrel length              605 mm //nCartridge                  7.62×54mmR//nAction                     Gas-Operated//c open bolt//nRate of fire               650 rpm//nMuzzle velocity            825 m/s//nEffective firing range     1500 m//nFeed system                Belt-fed//nSights                     Rear leaf//c front post,,5,4,22800,40,30,25,15,5,5,2,5,303,115,115,100,125,120,0,15,5,10,110,100,700203,0,700001,"700207,700214,700215,700210,700213,700211,700212",,18,6,"22,24","2,15;8,10",0,2;5,"1;1,2,3","3;9,14",,149,0,2030-12-31 23:59:59,"1,2",4,0,,,,0
9016,TMP,TMP,TMP,"类型            冲锋枪
总重            空枪：1.3公斤
全长            282毫米
枪管长度        130毫米
弹药            9×19毫米鲁格弹
枪机种类        枪管短行程后座作用、闭锁式枪机
发射速率        800—900发/分钟
枪口初速        380米/秒
有效射程        50—100米
供弹方式        15、30发弹匣
瞄准具型式      机械瞄具",指、指挥官您好，我是斯太尔TMP……请、请别这样看着我！拜托了……,废人//c//c,Type                       Compact Sub machine gun//nWeight                     1.3 kg (2.9 lb) empty //nLength                     282 mm (11.10 in.)//nBarrel length              130 mm (5.12 in.)//nCartridge                  9×19mm Parabellum//nAction                     Short recoil//c locking rotating barrel//c delayed blowback//nRate of fire               850–900 rounds/min//nMuzzle velocity            400 m/s (1//c312 ft/s)//nEffective firing range     100 m//nFeed system                15-//c 20-//c or 30-round detachable box magazine//nSights                    Iron sights,,2,3,7800,25,20,15,10,5,5,2,0,284,110,120,100,125,130,0,15,5,0,105,100,700204,0,700001,"700208,700214,700215,700210,700213,700211,700212",,12,4,"6,8","1,15;3,20",0,"3;9,10",2;6,"1;1,2,3,4,13",,176,0,2030-12-31 23:59:59,0,3,0,,,,0
9017,K2,K2,K2,"类型            突击步枪
总重            3.26 公斤
全长            枪托折叠：730毫米
                枪托伸出：970毫米
枪管长度        465 毫米
弹药            5.56×45毫米NATO
枪机种类        长行程导气式活塞，转拴式枪机
发射速率        700–900 发／分钟
枪口初速        920 米／秒
有效射程        600 米
供弹方式        20或30发可拆卸STANAG弹匣
瞄准具型式      机械瞄具",K2来啦！我可爱的后辈们在哪里呢？一定迫不及待地想见我了吧！,Anmi//c//c,Type                       Assault rifle//nWeight                     3.26 kg (7.2 lb)//nLength                     980 mm (39 in) (extended)//n                           730 mm (29 in) (folded)//nBarrel length              465 mm (18.3 in)//nCartridge                  5.56×45mm NATO//nAction                     Gas operated//c Rotating bolt (long-stroke piston)//nRate of fire               750 rounds/min//nMuzzle velocity            920 m/s (3//c000 ft/s) //nEffective firing range     600 m//nFeed system                Various STANAG Magazines//nSights                     Iron sights,,4,5,13920,20,20,10,10,2,5,5,0,454,115,120,100,130,108,0,15,20,0,111,100,700201,0,700001,"700205,700214,700215,700210,700213,700211,700212",,13,2,"17,19","1,25;3,50",0,"1;1,2,3,4,13",2;8,"3;9,10",,194,0,2030-12-31 23:59:59,"1,2",5,0,,,,0
9018,雷电,Thunder .50,Thunder50,"类型            单发装填手枪
总重            5440 克
全长            429 毫米
枪管长度        335 毫米
弹药            .50英寸BMG勃朗宁重机枪弹
枪机种类        单发装填式
供弹方式        单发",没见过的面孔，是新来的吗？……啊，不好意思，这应该是您的台词吧。,NIN//c//c,Type                       Break-action//nWeight                     5.44kg//nLength                     429.26mm//nBarrel length              335.28mm//nCartridge                  .50 BMG (12.7×99mm NATO)//nAction                     Single-action//nFeed system                Single-shot//nSights                     Various,,1,4,3600,10,10,5,5,2,2,2,0,757,160,65,100,105,75,0,15,40,0,130,100,700202,0,700001,"700206,700214,700215,700210,700213,700211,700212",,13,0,"7,9,18","1,18",0,"1;4,13",2;6,"3;9,10",,202,0,2030-12-31 23:59:59,203,4,0,,,,0
9019,AEK999,AEK999,AEK999,"类型            通用机枪
总重            8.74公斤
全长            1188毫米
枪管长度        605毫米
弹药            7.62×54毫米
枪机种类        直接导气式/开放式
发射速率        650 发/分钟
枪口初速        825 米／秒
有效射程        1500 米
供弹方式        100,200发弹链",指挥官是吗？AEK-999，这个名字的命运就交给你啦！,RAN//c//c,Type                       General-purpose machine gun//nWeight                     8.74 kg //nLength                     1188 mm //nBarrel length              605 mm //nCartridge                  7.62×54mmR//nAction                     Gas-Operated//c open bolt//nRate of fire               650 rpm//nMuzzle velocity            825 m/s//nEffective firing range     1500 m//nFeed system                Belt-fed//nSights                     Rear leaf//c front post,,5,4,22800,40,30,25,15,5,5,2,5,303,115,115,100,125,120,0,15,5,10,110,100,700203,0,700001,"700207,700214,700215,700210,700213,700211,700212",,18,6,"22,24","2,15;8,10",0,2;5,"1;1,2,3","3;9,14",,149,0,2030-12-31 23:59:59,"1,2",4,0,,,,0
9020,TMP,TMP,TMP,"类型            冲锋枪
总重            空枪：1.3公斤
全长            282毫米
枪管长度        130毫米
弹药            9×19毫米鲁格弹
枪机种类        枪管短行程后座作用、闭锁式枪机
发射速率        800—900发/分钟
枪口初速        380米/秒
有效射程        50—100米
供弹方式        15、30发弹匣
瞄准具型式      机械瞄具",指、指挥官您好，我是斯太尔TMP……请、请别这样看着我！拜托了……,废人//c//c,Type                       Compact Sub machine gun//nWeight                     1.3 kg (2.9 lb) empty //nLength                     282 mm (11.10 in.)//nBarrel length              130 mm (5.12 in.)//nCartridge                  9×19mm Parabellum//nAction                     Short recoil//c locking rotating barrel//c delayed blowback//nRate of fire               850–900 rounds/min//nMuzzle velocity            400 m/s (1//c312 ft/s)//nEffective firing range     100 m//nFeed system                15-//c 20-//c or 30-round detachable box magazine//nSights                    Iron sights,,2,3,7800,25,20,15,10,5,5,2,0,284,110,120,100,125,130,0,15,5,0,105,100,700204,0,700001,"700208,700214,700215,700210,700213,700211,700212",,12,4,"6,8","1,15;3,20",0,"3;9,10",2;6,"1;1,2,3,4,13",,176,0,2030-12-31 23:59:59,0,3,0,,,,0
9021,K2,K2,K2,"类型            突击步枪
总重            3.26 公斤
全长            枪托折叠：730毫米
                枪托伸出：970毫米
枪管长度        465 毫米
弹药            5.56×45毫米NATO
枪机种类        长行程导气式活塞，转拴式枪机
发射速率        700–900 发／分钟
枪口初速        920 米／秒
有效射程        600 米
供弹方式        20或30发可拆卸STANAG弹匣
瞄准具型式      机械瞄具",K2来啦！我可爱的后辈们在哪里呢？一定迫不及待地想见我了吧！,Anmi//c//c,Type                       Assault rifle//nWeight                     3.26 kg (7.2 lb)//nLength                     980 mm (39 in) (extended)//n                           730 mm (29 in) (folded)//nBarrel length              465 mm (18.3 in)//nCartridge                  5.56×45mm NATO//nAction                     Gas operated//c Rotating bolt (long-stroke piston)//nRate of fire               750 rounds/min//nMuzzle velocity            920 m/s (3//c000 ft/s) //nEffective firing range     600 m//nFeed system                Various STANAG Magazines//nSights                     Iron sights,,4,5,13920,20,20,10,10,2,5,5,0,909,115,120,100,130,108,0,15,20,0,111,100,700201,0,700001,"700205,700214,700215,700210,700213,700211,700212",,13,2,"17,19","1,25;3,50",0,"1;1,2,3,4,13",2;8,"3;9,10",,194,0,2030-12-31 23:59:59,"1,2",5,0,,,,0
9022,M950A,M950A,M950A,"类型            冲锋手枪
总重            空枪：1.02公斤
全长            355毫米
枪管长度        152.4毫米
弹药            9×19毫米鲁格弹
枪机种类        滚轮延迟反冲式
枪口初速        393.18 米／秒
有效射程        大约60 米
供弹方式        50、100发可拆卸式弹筒
瞄准具型式      机械瞄具：开放式照门（可调节）
                特制接口导轨以安装光学瞄准镜或夜视镜（可拆卸）",M950A。指挥官，现在答应你，今后就要永远服从你了，是吗？,音符//c古賀葵//c,Type                       Machine pistol//n//nWeight                     2.25 lb unloaded//n//nLength                     355 mm //n//nBarrel length              6 inches//n//nCartridge                  9×19mm Parabellum//n//nAction                     Roller-delayed blowback//n//nRate of fire               semi-automatic//n//nMuzzle velocity            1290 ft/s//n//nEffective firing range     300+ yards//n//nFeed system                50 rounds/100 rounds helical magazine//n//nSights                     Iron sights//c can have various sights mounted,,1,5,3900,10,10,5,5,2,2,2,0,1515,110,135,100,115,95,0,15,20,0,115,100,700202,0,700001,"700206,700214,700215,700210,700213,700211,700212",,13,0,"7,9,17,19","2,15;3,25",0,"1;4,13",2;6,"3;9,10",,97,0,2030-12-31 23:59:59,1,5,0,,,,0
