mission_id,team_effect,month_team_count,team_count,mp,ammo,mre,part,duration,experience,expect_gun_level,get_gun_num,gun_n_pool,gun_1_pool,limit_guns,get_equip_num,equip_n_pool,equip_1_pool,limit_equips,draw_event_id
10498,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,259,1026,1027,234,42,72,101","207,259,1026,1027,234",0,,,,0
10499,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1027,150,78",1027,0,,,,0
10500,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1026,88,85,118",1026,0,,,,0
10501,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,207,39,23,168",207,0,,,,0
10502,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,259,26,1,69",259,0,,,,0
10503,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,234,66,100,75",234,0,,,,0
10504,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,225,99,118",225,0,,,,0
10505,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,119,36,26",119,0,,,,0
10506,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,59,101,60",59,0,,,,0
10507,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,251,1,103",251,0,,,,0
10509,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10510,3000,1,2,120,120,120,40,1500,100,20,1,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,291,298,101,78","291,298",0,,,,0
10511,6000,1,2,240,240,240,80,2700,200,50,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60","317,299,300",0,,,,0
10512,9000,1,2,330,330,330,110,3300,200,75,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,301,308,316,100,42,75","316,301,308",0,,,,0
10513,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,,,,0
10514,15000,1,2,450,450,450,150,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,300,301,308,1,118,36","300,301,308",0,,,,0
10515,15000,1,2,450,450,450,150,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,291,298,101,78","291,298",0,,,,0
10516,18000,1,2,480,480,480,160,5100,400,110,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60","317,299,300",0,,,,0
10517,21000,1,2,480,480,480,160,5100,400,120,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,301,308,316,100,42,75","316,301,308",0,,,,0
10518,21000,1,2,480,480,480,160,5100,400,120,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,,,,0
10519,21000,1,2,30,30,30,10,300,10,120,0,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,300,301,308,1,118,36","300,301,308",0,,,,0
10520,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10521,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10522,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10523,3000,1,2,120,120,120,40,1500,100,20,1,"5,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","5,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,291,298,101,78","291,298",0,,,,0
10524,6000,1,2,240,240,240,80,2700,200,50,2,"2,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","2,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,299,300,317,69,60","317,299,300",0,,,,0
10525,9000,1,2,330,330,330,110,3300,200,75,3,"5,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","5,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,301,308,316,100,42,75","316,301,308",0,,,,0
10526,10000,1,2,450,450,450,150,4500,350,100,4,"2,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","2,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,,,,0
10527,15000,1,2,450,450,450,150,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,300,301,308,1,118,36","300,301,308",0,,,,0
10545,3000,1,2,120,120,120,40,1500,100,20,0,,,,0,,,,0
10580,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,295,78,60",295,0,,,,0
10581,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,294,101,69",294,0,,,,0
10582,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,276,100,150",276,0,,,,0
10583,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,295,78,60",295,0,,,,0
10584,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,294,101,69",294,0,,,,0
10585,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,276,100,150",276,0,,,,0
10586,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,295,294,276,42,75,75","294,276,295",0,,,,0
10587,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,295,294,276,42,75,75","294,276,295",0,,,,0
10597,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,275,101,78",275,0,,,,0
10598,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,273,60,100,75",273,0,,,,0
10599,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,274,150,99,1",274,0,,,,0
10600,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,289,26,1,69",289,0,,,,0
10601,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,224,66,69,42",224,0,,,,0
10602,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,275,101,78",275,0,,,,0
10603,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,273,60,100,75",273,0,,,,0
10604,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,274,150,99,1",274,0,,,,0
10605,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,289,26,1,69",289,0,,,,0
10606,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,224,66,69,42",224,0,,,,0
10607,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,224,66,69,42",224,0,,,,0
10608,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,275,101,78",275,0,,,,0
10609,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,273,60,100,75",273,0,,,,0
10610,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,274,150,99,1",274,0,,,,0
10611,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,289,26,1,69",289,0,,,,0
10612,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,224,66,69,42",224,0,,,,0
10613,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,,0,,,,0
10633,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,99,118","309,314",0,,,,0
10634,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,320,321,225,252,60,26","225,252,320,321",0,,,,0
10635,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,322,327,332,36,1,103","332,322,327",0,,,,0
10636,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,309,314,296,166,69,150,66","296,166,309,314",0,,,,0
10637,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,320,321,315,78,100,39","315,320,321",0,,,,0
10638,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,322,327,253,75,23,42","253,322,327",0,,,,0
10639,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,151,168,72,88","151,309,314,320",0,,,,0
10640,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,334,101,85,99","334,321,322,327",0,,,,0
10641,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,225,118,60,26","225,309,314,320",0,,,,0
10642,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,296,69,150,66","296,309,314,320",0,,,,0
10643,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,252,332,36,1,103","252,332,321,322,327",0,,,,0
10644,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,166,78,100,39","166,321,322,327",0,,,,0
10645,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,315,75,23,42","315,309,314,320",0,,,,0
10646,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,253,168,72,88","253,321,322,327",0,,,,0
10647,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,151,101,85,99","151,309,314,320",0,,,,0
10648,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,334,168,72,88","334,321,322,327",0,,,,0
10649,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,99,118","309,314",0,,,,0
10650,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,320,321,225,252,60,26","225,252,320,321",0,,,,0
10651,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,322,327,332,36,1,103","332,322,327",0,,,,0
10652,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,309,314,296,166,69,150,66","296,166,309,314",0,,,,0
10653,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,320,321,315,78,100,39","315,320,321",0,,,,0
10654,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,322,327,253,75,23,42","253,322,327",0,,,,0
10655,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,151,168,72,88","151,309,314,320",0,,,,0
10656,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,334,101,85,99","334,321,322,327",0,,,,0
10657,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,225,118,60,26","225,309,314,320",0,,,,0
10658,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,296,69,150,66","296,309,314,320",0,,,,0
10659,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,252,332,36,1,103","252,332,321,322,327",0,,,,0
10660,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,166,78,100,39","166,321,322,327",0,,,,0
10661,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,315,75,23,42","315,309,314,320",0,,,,0
10662,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,253,168,72,88","253,321,322,327",0,,,,0
10663,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,151,101,85,99","151,309,314,320",0,,,,0
10664,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,334,168,72,88","334,321,322,327",0,,,,0
10665,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10666,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10667,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10668,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10669,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10670,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10671,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10672,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10673,6000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,0,,,,0
10674,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,309,314,320,321,322,327,225,252,332,296,166,151,334,315,253,101,78,69,42,75","296,166,151,334,253,315,225,252,332,309,314,320,321,322,327",0,,,,0
10675,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,309,314,320,321,322,327,225,252,332,296,166,151,334,315,253,101,78,69,42,75","296,166,151,334,253,315,225,252,332,309,314,320,321,322,327",0,,,,0
10676,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,225,252,332,99,118,60","225,252,332,309,314,320",0,,,,0
10677,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,309,314,320,225,252,332,99,118,60","225,252,332,309,314,320",0,,,,0
10678,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,321,322,327,296,166,78,100,39","296,166,321,322,327",0,,,,0
10679,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,321,322,327,296,166,78,100,39","296,166,321,322,327",0,,,,0
10680,6000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,314,320,315,253,75,150,26","315,253,309,314,320",0,,,,0
